sku,status
9790988,1
2147695,1
2549953,1
2762943,1
5272126,1
1036858,1
3192009,0
3814088,1
3815041,1
9225377,1
9231832,1
1945674,1
9962417,1
2126083,1
3179912,1
1331156,1
3212927,1
1239799,1
3061302,1
9811018,1
3217151,1
2129336,1
1792294,1
2738295,1
2864446,1
2863669,1
3639159,1
9512137,1
1946197,1
1544184,1
2158081,1
3122039,1
3131674,1
9793794,1
3439115,1
2246234,1
2490065,1
3398047,0
1685061,1
8699704,1
1328338,1
9077768,1
2301295,1
2436342,1
9530215,1
3130153,1
9090663,1
2178097,1
9740775,1
2856438,1
9522661,1
2191137,1
3614123,1
2355277,1
7323087,1
8802021,1
2129187,1
9331403,1
9670825,1
3131383,1
9390349,0
9735204,1
8280843,1
2838691,1
3047444,1
9638423,1
2573177,1
1251336,1
2884085,1
9840425,1
1487835,1
2173056,1
8776103,1
9492426,1
9262479,1
8627319,1
7428893,1
2738329,1
2731265,1
1750059,1
3215505,1
9578691,1
9795756,1
1299229,1
3509944,1
2662459,1
3277128,1
1854682,1
9937389,1
9945226,1
1854249,1
2375201,1
9632217,1
2547036,1
2125876,1
1074323,1
9619722,1
2775359,1
9220675,1
2691169,1
1673054,1
3005219,1
3449439,1
9383115,1
2550428,1
3189215,0
9244427,1
3026115,1
8724124,1
8315343,1
2144103,1
2948474,1
2583274,1
2343148,1
2103213,1
1367169,1
3495094,1
6207222,1
2836657,1
2270049,1
2769054,1
2803428,1
2775811,1
3072513,1
1793178,1
2380163,1
3103247,1
3247045,1
2254057,0
7876738,1
8470139,1
2769576,1
14536718,1
8723553,1
9412619,1
3147055,1
1074778,1
2817582,1
8590321,1
8692453,1
9769852,1
2550164,1
2833253,1
2122236,1
8939839,1
7975676,1
1328286,1
9142171,1
2712579,1
3109302,1
9694181,1
8321176,1
1863034,1
3193496,0
2543759,1
1769409,1
2197043,1
9770315,1
2044104,1
8359019,1
8912947,1
1255905,1
3257488,1
9836432,1
9999156300050050,1
9542275,1
2553883,1
3380045,0
2284864,1
1977048,1
3566775,1
2902155,0
2120256,1
8440065,1
9408679,1
9466124,1
8740375,1
8740142,1
9828497,1
1284849,1
9372332,1
1897049,1
2371074,1
1363885,1
3674224,1
3558127,1
9506652,1
1230843,1
1200942,1
3477074,1
9757311,1
9928609,1
9930525,1
8803235,1
1049078,1
3440086,1
3303069,1
9246443,1
7995789,1
3140113,1
9693904,1
9999162000050001,1
2970291,1
2355204,1
1222817,1
9459043,1
8360837,1
3087102,1
6326521,1
3193618,0
9405262,1
2077132,1
2047508,1
9112747,1
2825032,1
1432821,1
15860882,1
2070351,1
9924603,1
1979782,1
8262729,1
2224084,0
9714371,1
3398074,0
8461149,1
2731247,1
7642535,1
9347968,1
2804985,1
1648231,1
2802517,1
2809292,1
2642419,1
2629904,1
9092983,1
1252538,1
2582044,1
2146553,1
2127504,1
1550158,1
9468952,1
9466053,1
3104033,1
9437567,1
1277328,1
1933334,1
2577977,1
2107449,1
2670179,1
1250673,1
1445624,1
1277791,1
2234746,1
1642494,0
9949965,0
9659143,0
8599313,1
3232178,1
3181107,1
9912177,0
9742882,1
8830633,1
8825471,1
9635348,1
2658068,1
9442187,1
2683916,1
1824267,1
8891853,1
1089764,1
1273913,1
1004931,1
3541163,1
6794588,1
1228984,1
8180577,1
3109047,1
9944942,1
9172799,1
2003047,1
2049039,1
3477092,1
1277018,1
9511691,1
8985672,1
1218814,1
3026197,1
5601903,1
1261411,1
1251381,1
3511206,1
9664579,1
9811045,1
1847855,1
3736873,0
3652529,1
8998506,1
2965171,1
1879739,1
2431901,1
1514797,1
2732112,0
2012221,1
2597164,1
9699159,1
3031648,1
3021165,1
1831124,1
8771929,1
1149996,1
2833077,1
3188713,0
5446387,1
9358045,1
9467819,1
1254651,1
6496473,1
8770751,1
1443862,1
3468992,0
2550155,1
3168049,1
9999166700050000,1
1781046,1
8413503,1
2126339,1
8509438,1
9219302,1
8681615,1
2580064,1
1450131,1
1019545,1
9909507,1
3142193,1
2565397,0
9999161300050032,1
1853204,1
4868236,1
3531291,1
1347887,1
1246389,1
2391205,1
2622213,1
1457347,1
1598166,1
3158051,1
3217488,1
2684193,1
9836718,1
1149887,1
1011252,1
3133099,1
2339322,1
2809762,1
2975038,1
9701695,0
2884182,1
2873059,1
9401989,1
3371099,1
8872963,1
1978038,1
9889041,1
9954427,1
1429763,0
7039518,1
2061059,1
15354947,1
2301204,1
3341147,0
3441067,1
7342663,1
1166993,1
1308088,1
2731899,1
1150586,1
7215596,1
9921915,1
1635186,1
1635061,1
2035301,1
2255047,1
3143987,1
9770697,1
9382232,1
1997075,1
7773019,1
1934087,1
1733053,1
6957304,1
7366478,1
2173065,1
8280451,1
3167299,1
6354401,1
8301606,1
6002434,1
3590335,1
1853531,1
3584613,1
9845706,1
9345844,0
7640699,1
9213656,1
3061366,1
7615681,1
2613057,1
2776621,1
3209231,1
9689917,1
2632089,1
2138291,1
3258402,1
3435525,1
1202886,1
9895819,1
2053402,1
2088422,1
1257136,1
1598997,1
3105175,1
9881868,1
9763163,1
1534115,0
3539035,1
9637782,1
9630334,1
1617205,1
1934448,1
1069212,1
9902392,1
3005246,1
2795473,1
9894295,1
2506173,1
2193784,1
8977752,1
3438901,1
2380803,1
2638232,1
8837896,1
8837921,1
9052758,1
8408458,1
1535836,1
1569235,1
9985441,1
1918265,1
2339877,1
2678393,1
9999159400050003,1
9209411,1
9385391,1
3116199,1
9353914,1
9999165100050002,1
1525408,1
2265381,1
3721653,1
2304671,0
2452039,0
3511215,1
2989098,1
1158093,1
2141036,1
6795426,1
2875039,1
2802095,1
1973689,1
19246106,1
19373697,1
18684711,1
16714414,1
19498549,1
2525539,1
2031077,1
2277528,1
3197338,1
19498567,1
19498576,1
2012188,1
2901068,1
9845581,1
2522153,1
2636067,1
1443926,1
9837565,1
9939314,1
3301104,1
9846769,1
3107795,1
3107137,1
9259492,1
2462512,1
2424198,1
9948357,1
3039119,1
9594824,1
1676121,1
9873278,1
1196499,0
3191965,0
9343962,1
3426351,1
8726284,1
3741116,0
2392064,1
8945804,1
9322752,1
2573608,1
2192048,1
8234047,1
9846387,1
1297488,1
3060394,1
2266061,1
8521094,1
3021341,1
7817927,1
9028054,1
1232483,1
3406911,0
1372995,1
2023402,1
9783676,0
1785158,1
1677227,1
9595547,1
9652556,1
9909543,1
8976129,1
1600065,1
2970255,1
4909889,1
17785675,1
3411128,1
8881695,1
2685235,1
1633364,1
9732525,1
9984646,1
8234038,1
9759258,1
17052902,1
9695523,1
3190269,0
6650563,1
2622729,1
3257176,0
1200475,1
2225047,1
1201262,1
2914169,1
3104219,1
1854819,0
9793445,1
3504885,1
6889584,1
2072137,1
2456293,1
8669078,1
1283713,1
1255517,1
1430129,1
3415391,0
9124262,1
9423242,1
8212677,1
9760448,1
1196648,0
15190437,1
9891322,1
9294337,1
9928354,1
8234127,1
3426397,1
8275528,1
7853691,1
3207039,1
1049236,1
7849448,1
3201566,1
9830623,1
2678348,1
3355122,0
3166342,1
2878036,1
3230883,1
3024056,1
9999159400050005,0
1623912,1
3166715,1
9771632,1
9720196,1
2563043,0
1211569,1
3447007,1
2009281,1
8455502,0
3016039,1
2877407,1
2236735,1
2821479,0
3441137,1
3512065,1
2381065,1
3478046,1
9892921,1
3585258,1
9450578,1
9024218,1
2715258,1
7942845,1
1237488,1
1520158,1
2596077,1
2052194,1
7028735,1
1165624,1
1261439,1
2350175,1
8320033,1
1972853,1
2128276,1
9540375,1
9999163600050021,1
2138273,1
3003275,1
1019306,1
16946977,1
1260816,1
9138845,1
1149632,1
2372356,1
9797432,1
9952013,1
1182342,1
2045097,1
19046802,1
2583971,1
9253372,1
9253407,1
2577631,1
2711058,1
2414049,1
3521682,1
1232474,1
1701009,1
3521646,1
2825041,1
9199217,1
9238363,1
3438601,1
3400717,0
2738992,1
3540395,1
3649137,1
3039137,1
3039146,1
2355134,1
8605459,1
9791896,1
9772207,1
2633042,1
9602886,1
3031693,1
9448234,1
2893174,1
2352252,1
9557286,1
3228888,0
9036303,1
1151337,1
3143129,1
9961858,1
1425145,1
9774278,1
2095204,1
1248101,1
9376864,1
2313032,1
1363949,1
9543853,1
9903424,1
9322789,1
6329181,1
9744971,1
9322814,1
3054047,1
8039482,1
4542356,1
1649664,0
2884119,1
1208844,1
9421949,1
1087684,1
2863723,1
3056081,1
3487784,1
1824258,1
2925714,1
9022675,1
3554033,1
9119759,1
2856447,1
15506631,1
8238418,1
1478121,0
3326246,0
9346969,0
9234465,1
2340502,1
2266122,1
9051125,1
9097194,1
8241048,1
1945595,1
9899545,1
2103259,1
9826302,1
2339659,1
2674102,1
2738213,1
9283063,1
2679055,1
1981071,1
1326039,1
16442529,1
3273043,0
2132057,1
3180866,1
1659237,1
2958074,1
8399896,1
1414458,0
9806644,1
9342106,1
3765356,0
8953965,1
8978403,1
1303056,1
2077196,1
7586686,1
8234092,1
7956599,1
9742764,1
8783818,1
2612534,1
9441874,1
3076079,1
2204178,1
9574089,1
2300417,1
3552918,1
9896008,1
2603545,1
3266641,0
1422209,1
3002197,1
9217199,1
1034769,1
2903321,0
3521221,1
3521179,1
8472173,1
8935325,1
1006675,1
8278124,1
9024147,1
19327314,1
9748831,1
9999165600050000,1
2781122,1
2128054,1
6915458,1
1424058,1
8781428,1
2804858,1
2992183,1
2596483,1
6701795,1
3355486,0
15123894,1
9244828,1
2961997,1
1034208,1
1250791,1
1233058,1
1048998,1
2339386,1
2145184,1
9999159000050002,1
15442932,1
3117756,1
3135033,1
3136078,1
2146769,1
2052103,1
2504933,1
3167208,1
1804306,1
1032403,1
2193408,1
2363521,1
2345243,1
2254075,1
3495261,1
3104158,1
2180517,1
3473175,1
2660188,1
2805092,1
2821521,0
2343563,1
9315715,1
9913282,1
1676112,1
9433525,1
3103256,1
9275964,1
2614108,1
4607205,1
14286248,1
7912379,1
19387375,1
9464812,1
19511348,1
8512763,1
3220164,1
3584207,1
2258099,1
1678271,1
2629119,1
2932378,1
1559547,1
7613521,1
1073679,1
9297094,1
9824298,1
9464108,1
2127443,1
9758268,1
2408224,1
2658183,1
8190343,0
3566902,1
1260607,1
2248611,1
8815838,1
8601729,1
3188252,0
1259407,1
2532211,1
1767741,1
2965384,1
2878063,1
5897489,1
9343828,1
9226777,1
9954057,1
9131334,1
9908156,1
9812381,0
16041668,1
2522384,1
7642562,1
3106887,1
3327102,0
1090936,0
8391162,1
10829874,1
9336024,1
8432911,1
6817484,1
1758088,1
8371255,1
9534523,1
3321199,0
2384178,1
2776472,1
1166875,1
9009048,1
8178063,1
1434522,1
8723802,1
3227273,0
7060789,1
8607643,1
2307378,1
17400242,1
15197573,1
1282387,1
3628639,1
9391437,1
3072559,1
1982944,1
1083175,1
3225709,0
2095647,1
17791622,1
1180486,1
2086072,1
1593046,1
9793649,1
2869053,1
9497555,1
8953527,1
1473757,0
3543559,1
9945474,1
2634111,1
1272605,1
1736148,1
2808863,1
9454752,1
9040619,1
1215201,1
418177,1
9954445,1
2560082,1
1263986,1
2034199,1
2014404,0
3039164,1
9565838,1
3586748,1
2301577,1
3109339,1
3350794,0
1297837,1
9535096,1
1819098,0
1121982,1
8355736,1
2072076,1
9839236,1
9495263,1
9251105,1
5431927,1
7648842,1
3100046,1
9345728,1
3301735,1
3158643,1
2506094,1
9588975,1
2588463,1
9246461,1
411806,1
1685104,1
2864437,1
3142157,1
3142315,1
12153581,1
9016851,1
2141106,1
9845563,1
2545269,1
3355538,0
2126108,1
3503155,1
2836702,1
3409132,1
9716175,1
1151106,1
3612901,1
1147158,1
2128203,1
1232996,1
2903303,1
8915178,1
2992332,1
3000047,1
2613118,1
9048997,1
9420361,1
9344122,1
8039829,1
8643667,1
2539948,1
9761226,1
1984032,1
1947044,1
2612598,1
9734375,1
3104228,1
9981903,1
3207136,1
3381754,0
2970264,1
1196602,0
17491242,1
9757739,1
6217587,1
8206078,1
8959834,1
8627337,1
1987075,1
3550901,1
9929034,1
2691141,1
3387233,1
9428826,1
9719785,1
1199511,1
1997057,1
1997109,0
2121582,1
8174263,0
6042178,1
3415512,1
9894213,1
1990451,1
1023432,1
8637175,1
2954733,1
1067587,1
15081091,1
3184308,1
2053606,1
1097775,1
9735301,1
1217788,1
2954536,1
1004722,1
9741956,1
2553082,1
9422369,1
1161725,1
3029051,1
2012081,1
2402035,1
2965117,1
9347842,0
1722057,1
2588427,1
9767169,0
6108124,1
3487675,1
9246862,1
8208389,1
1414934,1
9853905,1
1854328,1
3278057,1
3278066,1
8762289,1
1404497,1
9829062,0
9643664,1
3542793,1
1408448,1
7580511,1
2225144,1
3458419,1
17953519,1
9956028,1
3054092,1
3679034,1
2181252,1
8856865,1
346646,1
9044875,1
19315382,1
19477765,1
19447352,1
3521328,1
19438188,1
8117691,1
2423074,1
1250646,1
8167878,1
3353908,1
638778,1
3612022,1
5504769,1
2731052,1
9571974,1
2345437,0
2209261,1
3487648,1
2343236,1
7821985,1
2670819,1
3486794,1
9769158,1
8152349,1
2661178,0
1980691,1
1978047,1
2089361,1
6916386,1
2588454,1
3108136,1
2506119,1
3003584,1
6114572,1
9999165700050002,1
9926765,1
2301531,1
3054083,1
1150204,1
9464153,1
2343824,1
3271846,0
9693959,1
8327697,1
2863978,1
9695505,1
9971251,1
3411261,1
8023934,1
3140371,1
1450113,1
9429335,1
9962514,1
2702111,1
9559658,1
9159787,1
8890319,1
1092282,1
1437844,1
9999160500050002,1
6882153,1
1155475,1
3128989,0
1486248,1
2532266,1
2687224,1
8229044,1
2754052,1
2308173,1
2023379,1
2808035,1
2070087,1
3269384,0
2284337,1
2573371,1
1598988,1
19584767,1
2799036,1
9933847,1
4780115,1
2103531,1
7762959,1
8908051,1
1233473,1
9119642,1
2947041,1
2965083,1
2070166,1
1283768,1
3209161,1
18607486,1
7278028,1
1303083,1
4790961,1
9832597,1
9215725,1
1251981,1
6036014,1
2578312,0
18453726,1
1707049,1
8318572,1
1534442,1
2963085,1
8205541,1
8729147,1
3531237,1
8116585,1
1450326,1
9123539,1
2374381,1
1017308,1
9462609,1
2323088,1
3103581,1
3825057,1
2643427,1
9761086,1
3470881,0
2047526,1
2904462,1
3247036,1
3477056,1
9224172,1
3645565,1
1230707,1
1784052,1
9245168,1
9894461,1
9916455,1
1005084,1
9142108,1
9571055,1
2610139,1
1831106,1
1305503,1
2380794,1
2927154,1
9539396,1
2250042,1
9560986,1
2437031,1
3668575,1
2539739,1
1587097,1
1885096,1
1219686,1
9999150900050000,1
9844743,0
2622037,1
13420997,1
9587912,1
9999159300050002,1
1253537,1
15597043,1
9179836,1
9004258,1
6172063,1
9182653,1
3230838,1
9392515,1
3408433,0
9368588,1
3429349,0
1217779,1
3187031,1
19255362,1
9511012,1
8255577,1
2974039,1
8782533,1
3476048,1
1249173,1
9508044,1
3529199,1
9414788,1
9886557,1
2936073,1
2794192,1
9889148,1
9361255,1
3208793,1
3353063,0
2512059,1
2704076,1
2047641,1
2407119,1
2127213,1
8350802,1
9809483,1
3469646,0
9377453,1
2494671,1
2808645,1
2061077,1
9040021,1
8913606,1
9868282,1
2808132,1
3530477,1
2768965,1
1147112,1
1153177,1
2550913,1
4698027,1
9729203,1
1258302,1
9359892,1
9706754,1
1752039,1
7880322,1
3201275,1
9188997,1
2691053,1
9761059,0
9347815,0
3143456,1
1854151,1
9398118,1
2340557,1
2838285,1
1063041,1
2506146,1
2869566,1
9911636,0
2822318,1
9436531,1
1990328,1
1173378,1
8919708,1
9700669,1
8385847,1
9285766,1
3444452,1
2319133,1
3451683,1
1157995,1
1989213,1
9854225,1
2979061,1
9999148000050011,1
9046258,1
1620032,0
8988937,1
1674062,1
8503185,1
9868834,0
1473811,1
1200742,1
8771885,1
1097948,1
9871931,1
9505626,1
6869025,1
18878518,1
7034194,1
9095515,1
6422533,1
3548715,1
9825242,1
2718282,0
2404316,1
2856456,1
2103295,1
6804112,1
9650424,1
9046196,1
2173117,1
1114791,1
9039818,1
1151503,1
2203179,1
9918214,1
9999162100050005,1
2422472,1
2398077,1
2420138,1
3196041,1
2344208,1
1198576,1
3215514,1
9764462,1
2304326,1
1519504,1
3599275,1
2371038,1
2437183,1
1230961,1
9564009,1
2822557,1
3152154,1
2475112,1
19487531,1
3551973,1
2738301,1
2589505,1
9347389,1
2912058,1
2542299,1
1443574,1
7989947,1
2121716,1
1315343,1
2670346,1
3331636,0
2903297,1
2432203,1
3062286,1
8339283,1
1599068,1
2389298,1
9911772,0
9543336,1
2479048,1
9291795,1
1068425,1
9402899,1
3258475,0
1469032,1
1273759,1
3035043,1
8586559,0
1217742,1
1213691,1
3116162,1
3601059,1
8005838,1
2344217,1
9429861,1
2419053,1
2891051,1
1799057,1
6190882,1
9940655,1
2192066,1
2330145,1
8311052,1
2282471,1
2833059,1
2135063,1
7053724,1
3194817,1
9776027,1
1776148,1
9571135,1
2422481,1
2290331,1
9950343,0
9459622,1
1264048,1
9375062,1
9095221,1
2658077,1
1411072,1
3040945,0
17078546,1
8953395,1
1776227,1
2024341,1
9846705,1
4650336,1
3294752,1
9919019,1
2731917,1
2674157,1
9543121,1
1980664,1
9414804,1
2089316,1
2089219,1
9209215,1
9909986,1
2856401,1
1380563,1
1918159,1
9659116,0
2971069,1
7910549,1
6443529,1
9360835,1
9826171,1
2712418,1
9427042,1
1599004,1
9892658,1
8989614,1
1989073,1
9999161300050071,1
9999163900050008,1
1273931,1
2701158,1
3486002,1
9482204,1
2882402,1
3530422,1
9183279,1
16792437,1
1275984,1
3260204,0
9929962,1
9023692,1
1434383,1
1471322,1
1430896,1
1260825,1
3088332,1
9374125,1
2137159,1
3071532,1
9695666,1
3329695,0
1328161,1
1974715,1
2670151,1
3505047,1
8885655,1
9595468,1
9609752,1
9065361,1
9825515,1
9710711,1
3420083,0
9251098,1
3266914,0
1365019,1
2817361,1
2712127,1
1162184,1
2304726,0
9461771,1
2134046,1
9760166,1
2985153,1
3745943,0
9755395,1
9325241,1
17658857,1
8720093,1
2299077,1
9764205,1
2381541,1
8850601,1
2852062,1
3562493,1
9382697,1
2095629,1
9657136,1
9459631,1
9415224,1
8408476,1
9923261,1
9778635,1
1041386,1
2262065,1
1962089,1
1222744,1
1358674,1
2768425,1
1519329,1
2490957,1
3220289,1
1953594,1
9760209,1
2135072,1
8971749,1
6964234,1
3792631,1
9670816,1
1305063,1
7656413,1
8470111,1
2739009,1
2988035,1
9993383,1
2329582,1
2636986,1
9715661,1
9213861,1
3152075,1
9143928,1
3331618,1
8258495,1
3589178,1
3589257,1
2423311,1
3487302,1
1647223,1
2340071,1
5525504,1
1372886,1
4606171,1
3379073,0
9017057,1
3459418,1
3597956,1
2832209,1
9723536,1
9208485,1
3648068,1
1647902,1
8293116,1
2567128,0
677379,1
7199756,1
1510054,1
8695263,1
3167553,1
7712497,1
1583268,1
2842569,1
3463041,1
2670855,1
1007125,0
1207432,1
9862445,0
3143996,1
1243249,1
3003909,1
1806067,1
1221963,1
1183787,1
9958432,1
8826158,1
1177055,1
2204275,1
2006169,1
2658095,1
3552141,1
2380145,1
15333266,1
9745228,1
1535309,1
8354498,0
2810284,1
9243384,1
2864904,1
9999159900050028,1
2632052,1
3152445,1
2683816,1
1773071,1
8719899,1
8385874,1
5590489,1
9629143,1
2158054,1
9930589,1
9980677,1
9930604,1
1073193,1
3143923,1
6993685,1
3446423,0
2128142,1
2994066,1
18004918,1
2460153,1
8896233,1
8359536,1
2588597,1
9201106,1
3336831,0
3264458,0
2012133,1
8579932,1
2030087,1
7792846,1
3522432,1
2372064,1
2553938,1
8781348,1
9391339,1
9994891,1
3256962,1
1792276,1
7701445,1
14781845,1
2300348,1
2419141,1
2840085,1
3604408,1
9695611,1
2794138,1
3395221,1
2089255,1
6307427,1
17165372,1
1853638,1
2833814,1
9463163,1
6634635,1
9772225,1
1804069,1
9771101,1
8390136,1
9259107,1
9779643,1
8758114,1
9233858,1
9456803,1
18795424,1
2030069,1
1623093,1
1126086,1
1034438,1
3622762,1
2389759,1
2300375,1
2823362,1
2800033,1
9745916,1
2809477,0
1432767,1
6346536,1
3438847,1
2319285,1
9892994,1
1251309,1
2120247,1
18105471,1
16974222,1
2542923,1
9466277,1
3628074,1
2843091,1
9279997,1
18958025,1
9347753,1
9620719,1
9144455,1
2178352,1
3477153,1
9642774,1
2568542,0
19319139,1
4354193,1
1580155,1
3436921,1
2775225,1
3638141,1
3194862,1
3243191,1
18567197,1
1519277,1
1047159,1
1415148,1
2672113,1
2006178,1
6628303,1
1551333,1
9905186,1
9922165,1
9725322,1
2138607,1
2120201,1
3104149,1
1239247,1
9369952,1
8414156,1
9807006,1
8454754,0
7774036,1
2009227,1
2730745,1
1287009,1
1059515,1
9785037,1
2633033,1
1918229,1
2431107,1
3158734,1
3021208,1
2145032,1
9926783,1
8592784,1
1148536,1
9602713,1
1853259,1
9070881,1
1534328,1
3292053,1
1403161,1
9955162,1
18165753,1
7003182,1
17077173,1
1539705,1
7316807,1
9515241,1
9926295,1
9442533,1
6849217,1
7526741,1
6736393,1
9222334,1
2804721,0
9044321,1
2628138,1
9847822,1
19471449,1
7567215,1
9619225,1
8718006,1
3380964,0
2363549,1
1757565,0
3196078,1
9999167500050005,1
8460612,1
3377251,0
1934402,1
2717592,0
3052146,1
9694463,1
1697102,1
2712515,1
2158036,1
3133123,1
8632633,1
4039150,1
3504409,1
1564276,1
16906966,1
7772225,1
2239323,1
2555035,1
2931851,1
9516348,0
2762121,1
1426171,1
1199727,1
1199575,1
19355316,1
3060075,1
2072067,1
9705673,1
2992147,1
2317153,1
1209634,1
2553956,1
1211757,1
1610372,1
2194107,1
2612659,1
2343139,1
1902097,1
9720026,1
2759288,1
9764108,0
1035243,1
9075902,1
6968784,1
1265702,1
2030078,1
3131801,1
2834076,1
9462636,1
9189004,1
2127204,1
5878963,1
3814033,1
9469014,1
3398666,0
2927385,1
15525264,1
2566492,0
7826748,1
2670382,1
9427774,1
2705093,1
2633112,1
1310232,1
8988991,1
8235224,1
3421765,1
2678499,1
8134547,1
9835045,1
2588418,1
3446441,0
2467305,1
9186212,1
2002039,1
2572681,1
8703405,1
2840076,1
1972308,1
8729539,1
2225056,1
2091741,1
2687288,1
9893269,1
9185375,1
2822275,1
2047632,1
3088323,1
2802474,1
2822363,0
2822309,1
3124037,1
1227579,1
2823771,1
8920402,1
9999164300050000,1
2984109,1
6664549,1
3735513,1
2515083,1
1918043,1
13735915,1
2874085,1
8939278,1
2432328,1
9267367,1
3552169,1
2589541,0
3478037,1
8503247,1
2629822,1
19501183,1
2023457,1
2190077,1
8479158,1
3322091,1
2675059,1
2873031,1
4799695,1
3035098,1
9298663,1
9146685,1
8725604,1
2809501,1
1429169,0
9262594,1
3303041,1
8763126,1
3345161,1
9254656,1
8795084,1
9909895,1
2293301,1
8296952,1
1318516,1
3158042,1
2494762,1
3475155,1
8778799,1
7256621,1
2097496,1
3698141,1
9912726,1
2431956,1
1161934,1
9443836,1
8589878,1
7221062,1
2584325,1
8292625,1
9026993,1
2823131,1
3273547,0
8891933,1
9365395,1
5386138,1
9940512,1
9937316,1
2658129,1
3386094,1
9999159400050001,1
9929098,1
2337697,0
1980124,1
1159232,1
1325243,1
9619795,1
9541123,1
9701659,0
2193884,1
2193866,1
7200557,1
3078095,1
3131301,1
2431638,1
8707731,1
3061339,1
17781429,1
19482742,1
1235001,1
2431738,1
2776612,1
9873171,1
1361508,1
2940973,1
2061095,1
1635292,1
3188261,0
3188243,0
6830361,1
1846134,1
3003872,1
3812927,1
8446292,1
9401202,1
9763288,1
3441304,1
1170399,1
1170362,1
1493462,1
2843107,1
2734217,1
8339274,1
3012051,1
2759649,1
2996037,1
2677251,1
1598545,1
9024441,1
1088116,1
2538181,1
2022246,1
9824482,0
1799145,1
8376642,1
2842587,1
3035177,1
9962766,1
4608204,1
7601204,1
2431856,1
2122324,1
3645635,1
2842417,1
9721256,1
7201226,1
9848376,1
9252122,1
9835512,1
2423126,1
9820826,1
2480366,1
2380127,1
8289951,1
1456311,1
13387612,1
9739088,1
3088732,1
2550437,1
9010474,1
3487232,1
6681708,1
9660537,1
6508558,1
8640447,1
3266059,0
3266923,0
2355847,1
2762573,1
3409672,1
2795191,1
2795207,1
18178883,1
1430456,1
11038815,1
9729855,1
8868861,1
4741051,1
2564494,0
1224493,1
2731608,1
1171079,1
4772062,1
2244087,1
2925544,1
9238121,1
3322152,0
19535505,1
1903166,0
9499278,1
2602316,1
2121725,1
1950233,1
8988884,1
1303065,1
2992429,1
3523342,1
2045042,1
14976742,1
9234009,1
9521378,1
9295915,1
9288549,0
8786673,1
9897717,1
9448449,1
7503356,1
9776355,1
9747323,1
3546195,0
6024054,1
9391641,1
2292611,1
9933161,1
9947288,1
3566966,1
2205034,1
2245068,1
1249182,1
1085534,1
9263432,1
8975184,1
3655741,1
2670928,1
2074648,1
2758067,1
1832239,1
1332261,1
1253698,1
3260019,0
3260028,0
1207636,1
6354777,0
2877425,1
7802844,1
3640376,1
2915422,1
1308852,1
1173369,1
1414952,1
3559417,1
2683176,1
1159126,1
2192075,1
1443098,1
2634096,1
3273122,0
9714653,1
2146599,1
2945431,1
7506326,1
3387039,1
1576908,0
3354575,0
6448249,1
1115441,1
2871185,1
2795561,1
2492081,1
9084714,1
3752476,0
3019221,1
9325367,1
9254665,1
2994084,1
9317768,1
1170862,1
1003059,1
1004886,1
1074623,1
2969404,1
2224057,1
3386049,1
5802884,1
9376267,1
2774138,1
3603172,1
1473108,1
9591033,1
2419099,1
3098129,1
8826149,1
2339995,1
3071038,1
3158528,1
9009351,1
1256419,1
2670045,1
3628065,1
2093093,1
3439081,1
3794278,1
8439852,1
2874076,1
1931441,1
9404879,1
